gene	GO	ONTOLOGY
SLC8A1	GO:0042383	CC
DEFA6	GO:0050829	BP
SH3RF2	GO:0008157	MF
HNRNPLL	GO:0005634	CC
HBP1	GO:0000978	MF
FOXP4	GO:0005634	CC
PPP1R2B	GO:0004864	MF
ZNF207	GO:0008017	MF
GFRA1	GO:0009897	CC
DNAJA3	GO:0005739	CC
NAA10	GO:1990189	MF
IGLL1	GO:0003823	MF
PLA2G15	GO:0046470	BP
ACBD6	GO:0018377	BP
MAP3K1	GO:0000165	BP
SCN7A	GO:0086002	BP
LCK	GO:0005102	MF
PCDH17	GO:0050839	MF
TALDO1	GO:0009052	BP
PAFAH2	GO:0003847	MF
PAOX	GO:0046203	BP
FSHB	GO:0005615	CC
CD226	GO:0050862	BP
KDM4C	GO:0005634	CC
CCR7	GO:0007204	BP
RYR1	GO:0033017	CC
IFNAR2	GO:0004905	MF
ELANE	GO:0004252	MF
CDCA2	GO:0051321	BP
DVL1P1	GO:0005109	MF
PLAAT1	GO:0004623	MF
CHRND	GO:0095500	BP
GUCA1B	GO:0007601	BP
ZNF140	GO:0000978	MF
ARG2	GO:0030145	MF
OR6B3	GO:0005549	MF
L2HGDH	GO:0044281	BP
LILRB3	GO:0032396	MF
P2RY13	GO:0045028	MF
RAP1A	GO:0003924	MF
CIDEC	GO:0019915	BP
JHY	GO:0035082	BP
AMIGO1	GO:0016020	CC
TAF6L	GO:0003713	MF
QTMAN	GO:0006400	BP
ZNF461	GO:0006357	BP
OR5A1	GO:0004984	MF
CCNG1	GO:0016538	MF
CXADR	GO:0005923	CC
TRIO	GO:0007411	BP
LYG1	GO:0005576	CC
NTF3	GO:0008021	CC
C9	GO:0005579	CC
COX8A	GO:0005739	CC
RPL35A	GO:0002181	BP
GSDMC	GO:0070273	MF
TJP1	GO:0150105	BP
MEGF11	GO:0034446	BP
STAU1	GO:0010494	CC
RUNX1	GO:0005634	CC
ZNF697	GO:0000978	MF
PTGER4	GO:0050728	BP
DUSP3	GO:0050860	BP
PROM1	GO:0005929	CC
CLASP1	GO:0090307	BP
MC3R	GO:0005737	CC
PCDHGB4	GO:0007155	BP
SLC2A13	GO:0015798	BP
CDC27	GO:0140767	MF
REEP4	GO:0071782	CC
ZDHHC11	GO:0005794	CC
ETFA	GO:0033539	BP
RAG1	GO:0061630	MF
PDE2A	GO:0046069	BP
BNIP3L	GO:0005783	CC
SNX3	GO:0034499	BP
PLAAT5	GO:0016410	MF
IPP	GO:1990756	MF
SLC7A14	GO:0015171	MF
MYSM1	GO:0003713	MF
PTK6	GO:0007169	BP
SLC25A20	GO:0005740	CC
EFTUD2	GO:0030623	MF
AEBP1	GO:0006355	BP
TDRD10	GO:0005739	CC
FOXP4	GO:0006357	BP
RAB21	GO:0012505	CC
ADGRF1	GO:0031175	BP
CYTH2	GO:0005886	CC
ASCL3	GO:0000981	MF
HBM	GO:0020037	MF
OR5J2	GO:0005886	CC
DNAI1	GO:0036157	CC
TENT5B	GO:1990817	MF
PCDHGB6	GO:0050839	MF
IL36RN	GO:0005615	CC
EIF3D	GO:0006413	BP
ANKRD13D	GO:0140036	MF
PCDHB7	GO:0005886	CC
NT5DC4	GO:0009154	BP
CASTOR1	GO:1904262	BP
CSTL1	GO:0008234	MF
CEP170	GO:0005814	CC
PPBP	GO:0006954	BP
ARL6	GO:0016192	BP
LHX3	GO:0000977	MF
RNF186	GO:0035519	BP
SOCS6	GO:0035591	MF
STX12	GO:0000149	MF
SLC2A4RG	GO:0003700	MF
CPSF3	GO:0003723	MF
GRM6	GO:0005886	CC
RAPGEF6	GO:0016324	CC
RRP7A	GO:0000028	BP
MEIS2	GO:0001654	BP
ZNF30	GO:0000981	MF
KIF3C	GO:0016887	MF
AKR1C4	GO:0047023	MF
TRIM75	GO:0005737	CC
EPAS1	GO:0030218	BP
OR8H3	GO:0004984	MF
IL1F10	GO:0005125	MF
HIP1R	GO:0045742	BP
DLX3	GO:0005634	CC
SQOR	GO:0070221	BP
FHIP1B	GO:0008333	BP
SLC16A13	GO:0008028	MF
ARRB1	GO:0005886	CC
ZFP42	GO:0000978	MF
CYP2D7	GO:0016712	MF
FAP	GO:0008239	MF
HSFY1	GO:0005634	CC
WDR35	GO:0005930	CC
ARHGAP44	GO:0043197	CC
CCR1	GO:0009897	CC
RNF7	GO:0031466	CC
DLK1	GO:0016020	CC
SEMA4B	GO:0038191	MF
BATF3	GO:0000981	MF
CAMK1G	GO:0005516	MF
COL18A1	GO:0031012	CC
NR5A1	GO:0000978	MF
MAPRE1	GO:0051010	MF
PHOX2A	GO:0000977	MF
NPBWR2	GO:0043005	CC
CRELD1	GO:0005615	CC
PICK1	GO:0005080	MF
CLPSL2	GO:0008047	MF
TNFRSF11A	GO:0009897	CC
EFS	GO:0005925	CC
NPY4R2	GO:0001602	MF
KDR	GO:0008284	BP
BACH2	GO:0000981	MF
KIF11	GO:0008574	MF
ADGRL4	GO:0005886	CC
H2BC14	GO:0006325	BP
NLGN4X	GO:0099634	CC
RPL39P5	GO:0003735	MF
MS4A14	GO:0007166	BP
ZNF573	GO:0000981	MF
GOLPH3L	GO:0070273	MF
SOS2	GO:0005085	MF
B3GALT6	GO:0000139	CC
KCNT1	GO:0071805	BP
VMAC	GO:0045098	CC
PPP4R3B	GO:0072542	MF
TCIRG1	GO:0046961	MF
ACKR4	GO:0019722	BP
ABCC1	GO:0016323	CC
SNRK	GO:0004674	MF
HLA-DRA	GO:0042605	MF
CHD5	GO:0042393	MF
EPS8L2	GO:0032587	CC
PGGT1B	GO:0005953	CC
DNAJC22	GO:0016020	CC
G0S2	GO:0005739	CC
TBX5	GO:0003218	BP
MUC1	GO:0016324	CC
CUX2	GO:0000981	MF
SERP1	GO:0005783	CC
RLIM	GO:0006511	BP
BOLA2	GO:0005829	CC
MBD5	GO:0010369	CC
SLC30A1	GO:0071577	BP
ARL3	GO:0015630	CC
OR2D2	GO:0005886	CC
PAK5	GO:0009267	BP
E2F5	GO:0090575	CC
SYT1	GO:0030424	CC
GATAD2A	GO:0000122	BP
ACSL5	GO:0005783	CC
VPS72	GO:0006338	BP
OR1L6	GO:0005886	CC
LMNA	GO:0005200	MF
GPM6A	GO:0051489	BP
PDHA2	GO:0045254	CC
LMAN2L	GO:0006888	BP
AGPAT3	GO:0005783	CC
GATB	GO:0030956	CC
KPNB1	GO:0005634	CC
BECN1	GO:0034271	CC
ACSL1	GO:0000038	BP
OR8J3	GO:0004984	MF
EME1	GO:0048476	CC
PCMTD2	GO:0004719	MF
KIF4A	GO:0051231	BP
ZNF562	GO:0006355	BP
PIGV	GO:0005789	CC
PRPS1L1	GO:0006164	BP
PRPF38A	GO:0071011	CC
ACOT13	GO:0047617	MF
SLC35D2	GO:0015297	MF
IFT27	GO:0030992	CC
ANXA1	GO:0007165	BP
FAS	GO:0045121	CC
ALS2	GO:0030425	CC
ZDHHC3	GO:0072659	BP
KRT10	GO:0030216	BP
OR5T3	GO:0007186	BP
PIK3R4	GO:0034271	CC
DECR2	GO:0006631	BP
RARRES2	GO:0031012	CC
FASTKD3	GO:0035770	CC
SLC39A6	GO:0005385	MF
MAPDA	GO:0046103	BP
SPTBN5	GO:0030036	BP
RAB13	GO:0003924	MF
OPN1MW2	GO:0007602	BP
RHOC	GO:0007165	BP
TMX2	GO:0044233	CC
AKAP5	GO:0050811	MF
NEUROD1	GO:0005634	CC
RRP12	GO:0003723	MF
UBA7	GO:0032020	BP
ZNF23	GO:0000978	MF
ANGPTL2	GO:0005615	CC
IMMP2L	GO:0004175	MF
PID1	GO:0046325	BP
ABCE1	GO:0043024	MF
FZD2	GO:0060070	BP
FRYL	GO:0031175	BP
FOXN2	GO:0005634	CC
CLDN8	GO:0160184	BP
PRAMEF19	GO:0031462	CC
EDC3	GO:0031087	BP
PJVK	GO:0043025	CC
HIP1	GO:2000588	BP
ANXA8	GO:0042383	CC
ETAA1	GO:0006974	BP
MAGEE2	GO:0000122	BP
SEMA4F	GO:0007411	BP
PPP4R3A	GO:0006974	BP
SPDL1	GO:0000922	CC
HOXA6	GO:0000978	MF
ZNF629	GO:0000976	MF
RARA	GO:0005634	CC
NUDT10	GO:1901911	BP
UGT1A5	GO:0008210	BP
KCNMB2	GO:0015459	MF
PALM	GO:0098794	CC
NUDT14	GO:0019693	BP
SAMD14	GO:0031175	BP
MT1L	GO:0005737	CC
VAMP8	GO:0070254	BP
FXR1	GO:0005634	CC
IGLV3-9	GO:0019814	CC
XRCC3	GO:0033065	CC
PPIF	GO:0003755	MF
SEC16A	GO:0006888	BP
PPARD	GO:0001227	MF
IFT122	GO:0035721	BP
MEIS2	GO:0009880	BP
SGO1	GO:0045143	BP
OAS3	GO:0001730	MF
PTCH1	GO:0097108	MF
CHD7	GO:0043009	BP
TAS2R4	GO:0001580	BP
CRYAA	GO:0002088	BP
VMP1	GO:0016020	CC
ARL4D	GO:0005886	CC
DENND3	GO:0005085	MF
STK3	GO:0043408	BP
ZDHHC16	GO:0006974	BP
INSIG1	GO:0032869	BP
BCL2L2	GO:0008630	BP
SETMAR	GO:0000793	CC
SLC2A4	GO:0032869	BP
GORASP2	GO:0007030	BP
MTDH	GO:0006357	BP
H2BC3	GO:0005615	CC
MEF2D	GO:0000981	MF
NEXN	GO:0098632	MF
C9orf72	GO:0006914	BP
PTPMT1	GO:0102091	MF
PSMB5	GO:0019774	CC
DNASE2B	GO:0006309	BP
LPIN3	GO:0032869	BP
NCSTN	GO:0007220	BP
RASA1	GO:0005096	MF
ABCB8	GO:0042626	MF
SPOCK2	GO:0031012	CC
PDLIM4	GO:0003779	MF
NAA40	GO:0010485	MF
CD300LD	GO:0002757	BP
DNAJC9	GO:0031072	MF
LIMD1	GO:0001666	BP
SLCO1B7	GO:0015125	MF
WWC1	GO:0035330	BP
GSTM3	GO:0004364	MF
IGBP1	GO:0019888	MF
MYOG	GO:0045663	BP
ZSCAN32	GO:0000981	MF
PABPC1	GO:0005634	CC
ARIH1	GO:0005634	CC
ZFP1	GO:0000981	MF
LRFN4	GO:0098978	CC
RBM11	GO:0005634	CC
SLC15A5	GO:0016020	CC
OSR2	GO:0000981	MF
CLEC2D	GO:0050852	BP
EP300	GO:0005667	CC
NPBWR2	GO:0004930	MF
CNTNAP5	GO:0007399	BP
ERAP1	GO:0006508	BP
RAB3C	GO:0005768	CC
AURKA	GO:0051233	CC
TJAP1	GO:0005802	CC
LCAT	GO:0004607	MF
PHIP	GO:0007010	BP
H1-5	GO:0045910	BP
TBX3	GO:0005634	CC
SLC16A1	GO:0035879	BP
TRIM58	GO:0010468	BP
CD93	GO:0098609	BP
CD86	GO:0009897	CC
TARS3	GO:0006435	BP
POLE	GO:0008622	CC
LITAFD	GO:0098574	CC
ZNF844	GO:0006357	BP
HPN	GO:0008236	MF
NAIP	GO:0072557	CC
PRR3	GO:0072357	CC
MRPS25	GO:0005739	CC
DCAF6	GO:0045944	BP
KCNQ5	GO:0071805	BP
TDRD7	GO:0070306	BP
SLC7A6	GO:0003333	BP
NRL	GO:0046548	BP
TLE4	GO:0003714	MF
TGOLN2	GO:0030140	CC
BRS3	GO:0005886	CC
NLRP3	GO:0140297	MF
BAK1	GO:0005741	CC
IL1RAPL1	GO:0005886	CC
DCAF1	GO:0005634	CC
MSX2	GO:0000977	MF
METTL14	GO:0005634	CC
CD320	GO:0005886	CC
CDX2	GO:0006357	BP
NKX3-1	GO:0000978	MF
MAPKAPK3	GO:0005634	CC
SRR	GO:0070179	BP
KAT6A	GO:0000785	CC
WRN	GO:0000723	BP
UNC93B1	GO:0034154	BP
SLC2A9	GO:0055056	MF
MRPL37	GO:0005739	CC
ANP32E	GO:0042981	BP
MRGBP	GO:0006357	BP
SLC44A2	GO:0016020	CC
PPP2R5C	GO:0051177	BP
SAMD14	GO:0014069	CC
ZNF846	GO:0000977	MF
SYNPO	GO:0001725	CC
NHLRC1	GO:0005634	CC
NR2C2	GO:0005634	CC
IL5RA	GO:0019221	BP
ABCB6	GO:0015439	MF
MYO7B	GO:0007605	BP
SIRT1	GO:0006974	BP
BAK1	GO:0008630	BP
SPOPL	GO:0043161	BP
RBX1	GO:0005634	CC
ATAD3B	GO:0007005	BP
GPR137B	GO:0010506	BP
OR9G4	GO:0005886	CC
HOXB13	GO:0000981	MF
NANOGP8	GO:0006357	BP
HELLS	GO:0003682	MF
MTUS1	GO:0008017	MF
RAB32	GO:0005802	CC
VEGFC	GO:0038084	BP
UBOX5	GO:0000209	BP
ABRA	GO:0045944	BP
BRD2	GO:0042393	MF
C1QTNF12	GO:0005179	MF
TMEM108	GO:0008090	BP
KIFBP	GO:0021952	BP
CXCL13	GO:0008009	MF
RGL4	GO:0005886	CC
NEU1	GO:0009313	BP
CLK1	GO:0004713	MF
VPS39	GO:0016020	CC
GDF15	GO:0005125	MF
NAMPT	GO:0009435	BP
HCCS	GO:0005739	CC
STX7	GO:0000149	MF
H2BC19P	GO:0003677	MF
ZNF619	GO:0005634	CC
SLC5A4	GO:0005886	CC
SLC34A1	GO:0030643	BP
NPAT	GO:0005634	CC
RPL10	GO:0006412	BP
OR8H2	GO:0005886	CC
LRP2	GO:0005886	CC
PCSK7	GO:0005802	CC
GOLGA8O	GO:0032580	CC
ZNF587	GO:0005634	CC
PLXNA1	GO:0007416	BP
CCDC154	GO:0035630	BP
ZFP57	GO:0000977	MF
NTF3	GO:0007169	BP
EPC2	GO:0030674	MF
SH2D4B	GO:0005737	CC
OSBPL7	GO:0005886	CC
KIF18A	GO:0005871	CC
RFPL1	GO:0005737	CC
FADS3	GO:0006629	BP
PSCA	GO:0030548	MF
NCCRP1	GO:0006516	BP
DOCK5	GO:0031267	MF
LCA5L	GO:0005930	CC
CRNN	GO:0005509	MF
HOXC9	GO:0048704	BP
USO1	GO:0006888	BP
USP17L4	GO:0042981	BP
TSPAN1	GO:0005886	CC
STX19	GO:0031201	CC
AMER3	GO:0008013	MF
SHISA8	GO:0048172	BP
ZNF367	GO:0006357	BP
UBR3	GO:0000151	CC
DYNC1I2	GO:0045504	MF
ZNF444	GO:0000981	MF
DRD2	GO:0060158	BP
KIFC3	GO:0007017	BP
AKAP8	GO:0016363	CC
MVB12A	GO:0005829	CC
IL3	GO:0038156	BP
CLEC18C	GO:0030247	MF
SERP1	GO:0030968	BP
GPR42	GO:0005886	CC
INHBA	GO:0005615	CC
MYO1A	GO:0005902	CC
DHX30	GO:0003724	MF
CASTOR3P	GO:0005829	CC
RNF180	GO:0042415	BP
UBE2O	GO:0061631	MF
NAT10	GO:1990883	MF
PNPLA4	GO:0005811	CC
BAAT	GO:0008206	BP
CHCHD1	GO:0005739	CC
IPP	GO:0005737	CC
EGFR	GO:0009925	CC
OARD1	GO:0005654	CC
H1-0	GO:0030261	BP
BCL2L11	GO:0097141	CC
ERN2	GO:0036498	BP
HTRA2	GO:0043065	BP
A0A1W2PQF6	GO:0004888	MF
SDSL	GO:0006567	BP
CALR3	GO:0006457	BP
MAPK8IP3	GO:0005078	MF
STAT2	GO:0007259	BP
NRP1	GO:0005886	CC
PNPLA3	GO:0005811	CC
CNOT7	GO:0000932	CC
USP17L17	GO:0005634	CC
PXN	GO:0005911	CC
NR1I2	GO:0004879	MF
RPL39P5	GO:0002181	BP
PKDREJ	GO:0016020	CC
AMOT	GO:0030027	CC
HS6ST3	GO:0017095	MF
OR2M5	GO:0005886	CC
PCDHA11	GO:0050839	MF
OR5K3	GO:0005549	MF
OR2AK2	GO:0005886	CC
GPR101	GO:0005886	CC
LETM2	GO:0022857	MF
SOX8	GO:0000981	MF
SERP2	GO:0005783	CC
PABPC1	GO:0008143	MF
GALNT2	GO:0005794	CC
MAP1LC3C	GO:0000421	CC
PTPRN	GO:0030141	CC
RABIF	GO:0005829	CC
TIMM23B	GO:0030150	BP
HSP90AB4P	GO:0051082	MF
ZNF286A	GO:0000981	MF
SNX7	GO:0061709	BP
CENPX	GO:0043240	CC
CRBN	GO:0060173	BP
C1RL	GO:0005615	CC
PDCL2	GO:0006457	BP
IRS1	GO:0005829	CC
STAG2	GO:0003682	MF
RPS27L	GO:0006364	BP
KRT3	GO:0045095	CC
MACF1	GO:0015629	CC
MYL7	GO:0030016	CC
PPBP	GO:0005615	CC
PCDH12	GO:0005886	CC
LTA4H	GO:0004177	MF
CHRFAM7A	GO:0022848	MF
RAD17	GO:0140445	CC
ATG7	GO:0006995	BP
BCL2L10	GO:0015267	MF
MGAM	GO:0004558	MF
ACVR2B	GO:0007389	BP
C3	GO:0006956	BP
TARBP2	GO:0070920	BP
HSD17B8	GO:0004303	MF
RAB6A	GO:0006890	BP
CSNK2A3	GO:0005634	CC
PIK3CA	GO:0035005	MF
GPCPD1	GO:0046475	BP
CDC23	GO:0051301	BP
POLR2L	GO:0005666	CC
TTR	GO:0006144	BP
MTMR1	GO:0052629	MF
CYP39A1	GO:0006699	BP
BTBD1	GO:0005829	CC
ENTR1	GO:0032465	BP
RPS3	GO:0022627	CC
NDUFAF7	GO:0035243	MF
PACRG	GO:0043005	CC
H4C1	GO:0005634	CC
ARPC4	GO:0005885	CC
LTA	GO:2001238	BP
H2BC21	GO:0003677	MF
ASMT	GO:0030187	BP
IRX3	GO:0006357	BP
RAB7A	GO:0005770	CC
SMG1	GO:0000184	BP
OR8D1	GO:0004984	MF
AMFR	GO:0070936	BP
CHRNB3	GO:0034220	BP
CRHR2	GO:0015056	MF
SLC4A8	GO:0008510	MF
ZNF433	GO:0006357	BP
MEIS3	GO:0001228	MF
TARBP2	GO:0016442	CC
TRAK2	GO:0047496	BP
DOC2A	GO:0045202	CC
VGF	GO:0005615	CC
TULP2	GO:0005929	CC
ARHGAP19	GO:0051056	BP
NAA80	GO:0004596	MF
COL4A6	GO:0038063	BP
CDKN2B	GO:0005634	CC
SLC28A3	GO:0015860	BP
ADH1C	GO:0042572	BP
PSMD6	GO:0005838	CC
DOK4	GO:0005739	CC
ACVRL1	GO:0071363	BP
WASHC3	GO:0030041	BP
FGR	GO:0007169	BP
PAQR8	GO:0005886	CC
ATG4C	GO:0016485	BP
SYT1	GO:0030672	CC
PAX4	GO:0030900	BP
CFAP96	GO:0005881	CC
NAPEPLD	GO:0043025	CC
HTR2C	GO:0051209	BP
LARP1	GO:0010494	CC
EIF2A	GO:0043022	MF
PARVA	GO:0003779	MF
CSK	GO:0004715	MF
SCN4B	GO:0086012	BP
PPID	GO:0005737	CC
TSPOAP1	GO:0030156	MF
ADGRA3	GO:0005886	CC
MKKS	GO:0051131	BP
DNAAF5	GO:0036159	BP
CNGB1	GO:0005222	MF
COMMD1	GO:0005768	CC
PTCD1	GO:0005759	CC
NMUR1	GO:0008188	MF
CSNK1E	GO:0032436	BP
KCNJ5	GO:1990573	BP
KRT74	GO:0030280	MF
METTL14	GO:0003729	MF
SCAMP1	GO:0055038	CC
ANOS1	GO:0009986	CC
STAT4	GO:0043434	BP
CNTFR	GO:0097059	CC
GOLPH3	GO:0070273	MF
DLG4	GO:0097120	BP
MAFA	GO:0030073	BP
LILRA4	GO:0032396	MF
GPX4	GO:0004602	MF
NPFF	GO:0043679	CC
FOXK2	GO:0000981	MF
CGA	GO:0007186	BP
HLA-DRA	GO:0050870	BP
HLA-DRB4	GO:0050870	BP
GALNT5	GO:0004653	MF
PIANP	GO:0016020	CC
GPR22	GO:0004930	MF
PLIN2	GO:0005829	CC
E4F1	GO:0006357	BP
CACNG4	GO:0051968	BP
PLEKHG3	GO:0031267	MF
OR2T33	GO:0050911	BP
AMELY	GO:0070166	BP
U2AF1L4	GO:0000398	BP
KLK6	GO:0004252	MF
USP11	GO:0005634	CC
H3-4	GO:0031492	MF
MMP11	GO:0004222	MF
BIK	GO:0008637	BP
AGT	GO:0004867	MF
OR5K3	GO:0005886	CC
LSG1	GO:0005829	CC
PES1	GO:0000463	BP
FCRLA	GO:0004888	MF
RPL6	GO:0003735	MF
CDKL4	GO:0004674	MF
SEPTIN9	GO:0008104	BP
OR5M9	GO:0004984	MF
PDX1	GO:0006357	BP
HEPACAM2	GO:0030496	CC
BAZ1B	GO:0006338	BP
MERTK	GO:0007169	BP
TRIP11	GO:0007030	BP
DAPK3	GO:0043065	BP
PROKR1	GO:0004930	MF
ZNF355P	GO:0005634	CC
STAT5A	GO:0007259	BP
RAB32	GO:0012505	CC
SPIC	GO:0000981	MF
PABIR2	GO:0004865	MF
NTRK1	GO:0005886	CC
TPT1	GO:2001234	BP
MMP8	GO:0004222	MF
ASGR2	GO:0006955	BP
GNRH1	GO:0005615	CC
NREP	GO:0045664	BP
RND1	GO:0007165	BP
CPEB3	GO:0008135	MF
SLC6A2	GO:0051583	BP
ZFP57	GO:0005634	CC
ETV7	GO:0000981	MF
RAC3	GO:0031410	CC
CD38	GO:0030890	BP
UNC13C	GO:0017075	MF
SEC62	GO:0008320	MF
CD200R1L	GO:0009897	CC
SIRT7	GO:0097372	MF
H2BW2	GO:0003677	MF
TRBV7-6	GO:0005886	CC
FCGR1BP	GO:0019770	MF
RAB2A	GO:0000139	CC
GHRHR	GO:0005886	CC
MED4	GO:0070847	CC
KCTD8	GO:0008277	BP
SPATA18	GO:0035694	BP
SRXN1	GO:0032542	MF
TSFM	GO:0070125	BP
COL11A2	GO:0030199	BP
VPS52	GO:0006896	BP
DENND5B	GO:0031267	MF
TANGO2	GO:0007030	BP
LAMTOR1	GO:0005765	CC
TIGAR	GO:0045820	BP
A0A1W2PQM1	GO:0140375	MF
CCL5	GO:0061844	BP
ATP11B	GO:0140326	MF
NUP98	GO:0034398	BP
ELOVL5	GO:0042761	BP
SYP	GO:0048786	CC
B3GALNT1	GO:0000139	CC
ZNF213	GO:0000981	MF
HS3ST6	GO:0008467	MF
SYVN1	GO:0043161	BP
DNAAF4	GO:0030331	MF
KIF9	GO:0016887	MF
COL4A2	GO:0005587	CC
RND3	GO:0007165	BP
PRKRIP1	GO:0019901	MF
NMT2	GO:0072657	BP
KCNE4	GO:0008076	CC
MANF	GO:0031175	BP
KLHL41	GO:0033017	CC
SIAH2	GO:0031624	MF
SNAPC2	GO:0016604	CC
DENND6B	GO:0055037	CC
SERPINA13P	GO:0005615	CC
CAV1	GO:0030154	BP
MAF	GO:0005634	CC
MMP14	GO:0030198	BP
ADGRL3	GO:0098978	CC
TRIM60	GO:0005737	CC
TMIGD2	GO:0043005	CC
PAX6	GO:0000978	MF
FFAR4	GO:0046879	BP
SNRPD1	GO:0005687	CC
CCL11	GO:0008009	MF
CCDC13	GO:0031122	BP
NLRP6	GO:0050727	BP
B3GNT7	GO:0000139	CC
APOA4	GO:0034364	CC
GPAT2	GO:0004366	MF
PDPN	GO:0030027	CC
FUS	GO:0003712	MF
TNFAIP8L3	GO:1902531	BP
DLGAP2	GO:0060090	MF
WTIP	GO:0001666	BP
NCDN	GO:0031175	BP
UBE4A	GO:0036503	BP
WIZ	GO:0005634	CC
GRIK4	GO:0032983	CC
WDR62	GO:0007052	BP
AQP2	GO:0005886	CC
AVPR1B	GO:0005000	MF
AZIN1	GO:0005737	CC
CCL18	GO:0061844	BP
BECN2	GO:0034272	CC
RTN4IP1	GO:0005739	CC
KLHL23	GO:0031463	CC
SBF1	GO:0005737	CC
STIP1	GO:0051879	MF
CARS1	GO:0004817	MF
HOXD11	GO:0000981	MF
SNRNP70	GO:0005685	CC
HNRNPA3	GO:0003730	MF
BANF2	GO:0000793	CC
ADGRG7	GO:0004930	MF
RPS6KA1	GO:0005737	CC
CDKN1B	GO:0004861	MF
NRG3	GO:0005615	CC
DAP	GO:0141014	BP
DUSP1	GO:0005737	CC
MBNL3	GO:0043484	BP
EDAR	GO:0005886	CC
GH2	GO:0008083	MF
RTN4RL1	GO:0038023	MF
CNGB1	GO:0001750	CC
DAPK2	GO:0035556	BP
GLRX3	GO:0005634	CC
PLA2G4A	GO:0005794	CC
GCKR	GO:0005654	CC
KRT83	GO:0030280	MF
DEFA4	GO:0051673	BP
CDH9	GO:0099560	BP
PDE2A	GO:0005829	CC
OTUD5	GO:0090090	BP
REXO4	GO:0004527	MF
CALU	GO:0005783	CC
SLC16A13	GO:0005886	CC
RRM2B	GO:0009263	BP
SLC45A2	GO:0008506	MF
DNAJC27	GO:0006886	BP
CCDC91	GO:0090160	BP
PCM1	GO:1905515	BP
FER	GO:0007155	BP
EP300	GO:0003713	MF
VARS2	GO:0005829	CC
CCDC50	GO:0005737	CC
CCL19	GO:0070098	BP
CYLD	GO:0007346	BP
ADA	GO:0046103	BP
POGLUT2	GO:0012505	CC
ELOVL7	GO:0005789	CC
RTP4	GO:0051205	BP
PPP1R9B	GO:0031175	BP
SGO1	GO:0051177	BP
PPP2CA	GO:0000278	BP
DFFB	GO:0004536	MF
PCOLCE2	GO:0016504	MF
HOXA2	GO:0005634	CC
PPARA	GO:0009755	BP
DHRS9	GO:0005789	CC
ICE1	GO:0030674	MF
LCP2	GO:0035556	BP
ZNF586	GO:0005634	CC
HES1	GO:0007219	BP
GPR183	GO:0005886	CC
OR8H3	GO:0007608	BP
BIRC3	GO:0005737	CC
FAXDC2	GO:0000254	MF
BORCS5	GO:1903744	BP
CNEP1R1	GO:0005737	CC
SP7	GO:0005634	CC
ZSCAN1	GO:0000981	MF
AP1S2	GO:0043231	CC
RFX7	GO:0005634	CC
CC2D2B	GO:1905515	BP
CLDN4	GO:0070293	BP
MAX	GO:0090575	CC
ATP6V1B2	GO:0005886	CC
NR2E3	GO:0004879	MF
SYT4	GO:0045202	CC
GPD2	GO:0004368	MF
CSF1R	GO:0043235	CC
IRX5	GO:0000981	MF
DUX4L3	GO:0006357	BP
DHX9	GO:1990904	CC
CALM3	GO:0097720	BP
PSMC4	GO:0043161	BP
UBR3	GO:0016567	BP
BRD1	GO:0070776	CC
INSM1	GO:0010564	BP
PGM5	GO:0042383	CC
ZNF813	GO:0005634	CC
CILK1	GO:0035556	BP
SSTR5	GO:0071385	BP
ABHD2	GO:0008126	MF
RNF13	GO:0061630	MF
ZNF648	GO:0006355	BP
BGN	GO:0005615	CC
PRPS1	GO:0004749	MF
RAB1A	GO:0003924	MF
KIR2DS5	GO:0004888	MF
UPK2	GO:0016324	CC
HOXA6	GO:0000981	MF
GLI4	GO:0006355	BP
CETN1	GO:0005813	CC
CDX2	GO:0005634	CC
ABCD4	GO:0005524	MF
DLX4	GO:0030154	BP
CETN3	GO:0005815	CC
SLC15A2	GO:0016324	CC
SLC17A7	GO:0050803	BP
ZNF32	GO:0000981	MF
RPL10L	GO:0006412	BP
USP29	GO:0004843	MF
SLC36A1	GO:0015808	BP
CPNE8	GO:0005544	MF
PEX12	GO:0006513	BP
MRPL39	GO:0005739	CC
DYNLRB2	GO:0005813	CC
TUT4	GO:0050265	MF
OPN3	GO:0007186	BP
MOGAT2	GO:0006651	BP
SLC46A1	GO:0022857	MF
COPE	GO:0030126	CC
SMARCA2	GO:0000785	CC
CDK5R2	GO:0030426	CC
CCN1	GO:0045597	BP
PLA2G4A	GO:0004623	MF
MEPE	GO:1990430	MF
IGHMBP2	GO:0005634	CC
RHOF	GO:0016477	BP
AFMID	GO:0016787	MF
RBM15	GO:0000381	BP
SCARB1	GO:0005044	MF
KRT73	GO:0031424	BP
PDE4DIP	GO:0007098	BP
TRAPPC2	GO:0030008	CC
RAB11FIP3	GO:0032456	BP
ZBTB22	GO:0005634	CC
CHSY3	GO:0047238	MF
ITGAL	GO:0034687	CC
ATP6V0A4	GO:0051117	MF
SH3TC2	GO:0033157	BP
A0A0J9YW62	GO:0003823	MF
STX8	GO:0006886	BP
GH2	GO:0005615	CC
GABARAP	GO:0000421	CC
TP73	GO:0000981	MF
AIFM1	GO:0005739	CC
ECHDC1	GO:0006635	BP
SLC38A4	GO:0015179	MF
KLHDC8B	GO:0030496	CC
MEDAG	GO:0005737	CC
PML	GO:0019789	MF
IPO8	GO:0061608	MF
