gene	GO	ONTOLOGY
ABCE1	GO:0017111	MF
ABCE1	GO:0017111	MF
ABCE1	GO:0017111	MF
ABCE1	GO:0017111	MF
ABCE1	GO:0043273	MF
ABCE1	GO:0046872	MF
ABCE1	GO:0051536	MF
ABCE1	GO:0051539	MF
ABCE1	GO:0060698	MF
ABCE1	GO:0006412	BP
ABCE1	GO:0006415	BP
ABCE1	GO:0006417	BP
ABCE1	GO:0032790	BP
ABCE1	GO:0032790	BP
ABCE1	GO:0060255	BP
ABCE1	GO:0060702	BP
ABCE1	GO:0072344	BP
ABCE1	GO:0072344	BP
ABCE1	GO:0022626	CC
ABCE1	GO:0022626	CC
ABCE1	GO:0005737	CC
ABCE1	GO:0005737	CC
ABCE1	GO:0005737	CC
ABCE1	GO:0005739	CC
ABCE1	GO:0005739	CC
ABCE1	GO:0005759	CC
ABCE1	GO:0005829	CC
ABCE1	GO:0005829	CC
ABCE1	GO:0005829	CC
ABCE1	GO:0005829	CC
ABCE1	GO:0016020	CC
RAP1B	GO:0000166	MF
RAP1B	GO:0003924	MF
RAP1B	GO:0003924	MF
RAP1B	GO:0003925	MF
RAP1B	GO:0003925	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005515	MF
RAP1B	GO:0005525	MF
RAP1B	GO:0005525	MF
RAP1B	GO:0005525	MF
RAP1B	GO:0016787	MF
RAP1B	GO:0019003	MF
RAP1B	GO:0044877	MF
RAP1B	GO:0007165	BP
RAP1B	GO:0007189	BP
RAP1B	GO:0032486	BP
RAP1B	GO:0032486	BP
RAP1B	GO:0032486	BP
RAP1B	GO:0033625	BP
RAP1B	GO:0061028	BP
RAP1B	GO:0061028	BP
RAP1B	GO:0071320	BP
RAP1B	GO:0071320	BP
RAP1B	GO:0099010	BP
RAP1B	GO:1901888	BP
RAP1B	GO:2000114	BP
RAP1B	GO:0031045	CC
RAP1B	GO:0098978	CC
RAP1B	GO:0005811	CC
RAP1B	GO:0005829	CC
RAP1B	GO:0005829	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005886	CC
RAP1B	GO:0005911	CC
RAP1B	GO:0016020	CC
RAP1B	GO:0016020	CC
RAP1B	GO:0016020	CC
RAP1B	GO:0035577	CC
RAP1B	GO:0035577	CC
RAP1B	GO:0070062	CC
RAP1B	GO:0070062	CC
RAP1B	GO:0070161	CC
RAP2B	GO:0000166	MF
RAP2B	GO:0003924	MF
RAP2B	GO:0003925	MF
RAP2B	GO:0005515	MF
RAP2B	GO:0005515	MF
RAP2B	GO:0005515	MF
RAP2B	GO:0005515	MF
RAP2B	GO:0005515	MF
RAP2B	GO:0005515	MF
RAP2B	GO:0005515	MF
RAP2B	GO:0005515	MF
RAP2B	GO:0005515	MF
RAP2B	GO:0005525	MF
RAP2B	GO:0005525	MF
RAP2B	GO:0005525	MF
RAP2B	GO:0005525	MF
RAP2B	GO:0005525	MF
RAP2B	GO:0016787	MF
RAP2B	GO:0019003	MF
RAP2B	GO:0019904	MF
RAP2B	GO:0007165	BP
RAP2B	GO:0007165	BP
RAP2B	GO:0007165	BP
RAP2B	GO:0030168	BP
RAP2B	GO:0032486	BP
RAP2B	GO:0032486	BP
RAP2B	GO:0032486	BP
RAP2B	GO:0061097	BP
RAP2B	GO:0070527	BP
RAP2B	GO:0005829	CC
RAP2B	GO:0005829	CC
RAP2B	GO:0005829	CC
RAP2B	GO:0005886	CC
RAP2B	GO:0005886	CC
RAP2B	GO:0005886	CC
RAP2B	GO:0005886	CC
RAP2B	GO:0005923	CC
RAP2B	GO:0012505	CC
RAP2B	GO:0016020	CC
RAP2B	GO:0016020	CC
RAP2B	GO:0016020	CC
RAP2B	GO:0030659	CC
RAP2B	GO:0035579	CC
RAP2B	GO:0044291	CC
RAP2B	GO:0045121	CC
RAP2B	GO:0055037	CC
RAP2B	GO:0055038	CC
RAP2B	GO:0055038	CC
RAP2B	GO:0055038	CC
RAP2B	GO:0070062	CC
RAP2B	GO:0070062	CC
RAP2B	GO:0070062	CC
RAP2B	GO:0070821	CC
RAP2B	GO:0098588	CC
YPEL3	GO:0046872	MF
YPEL3	GO:2000774	BP
YPEL3	GO:0005730	CC
MAX	GO:0000977	MF
MAX	GO:0000977	MF
MAX	GO:0001227	MF
MAX	GO:0000978	MF
MAX	GO:0000981	MF
MAX	GO:0000981	MF
MAX	GO:0001227	MF
MAX	GO:0003677	MF
MAX	GO:0003677	MF
MAX	GO:0003677	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0005515	MF
MAX	GO:0042802	MF
MAX	GO:0042802	MF
MAX	GO:0046983	MF
MAX	GO:0070888	MF
MAX	GO:0140297	MF
MAX	GO:1990837	MF
MAX	GO:0000122	BP
MAX	GO:0000122	BP
MAX	GO:0000122	BP
MAX	GO:0006357	BP
MAX	GO:0006357	BP
MAX	GO:0031507	BP
MAX	GO:0045892	BP
MAX	GO:0045893	BP
MAX	GO:0045893	BP
MAX	GO:0045944	BP
MAX	GO:0071943	CC
MAX	GO:0000785	CC
MAX	GO:0000785	CC
MAX	GO:0000785	CC
MAX	GO:0005634	CC
MAX	GO:0005634	CC
MAX	GO:0005634	CC
MAX	GO:0005634	CC
MAX	GO:0005634	CC
MAX	GO:0005634	CC
MAX	GO:0005634	CC
MAX	GO:0005634	CC
MAX	GO:0005654	CC
MAX	GO:0005654	CC
MAX	GO:0005654	CC
MAX	GO:0005654	CC
MAX	GO:0005654	CC
MAX	GO:0005654	CC
MAX	GO:0030425	CC
MAX	GO:0032993	CC
MAX	GO:0032993	CC
MAX	GO:0071339	CC
MAX	GO:0090575	CC
MAX	GO:0090575	CC
RPS3A	GO:0003723	MF
RPS3A	GO:0003723	MF
RPS3A	GO:0003723	MF
RPS3A	GO:0003735	MF
RPS3A	GO:0003735	MF
RPS3A	GO:0003735	MF
RPS3A	GO:0003735	MF
RPS3A	GO:0003735	MF
RPS3A	GO:0005515	MF
RPS3A	GO:0005515	MF
RPS3A	GO:0005515	MF
RPS3A	GO:0005515	MF
RPS3A	GO:0005515	MF
RPS3A	GO:0005515	MF
RPS3A	GO:0005515	MF
RPS3A	GO:0005515	MF
RPS3A	GO:0005515	MF
RPS3A	GO:0005515	MF
RPS3A	GO:0005515	MF
RPS3A	GO:0048027	MF
RPS3A	GO:0002181	BP
RPS3A	GO:0002181	BP
RPS3A	GO:0006412	BP
RPS3A	GO:0006412	BP
RPS3A	GO:0006412	BP
RPS3A	GO:0006412	BP
RPS3A	GO:0006412	BP
RPS3A	GO:0006412	BP
RPS3A	GO:0006413	BP
RPS3A	GO:0030154	BP
RPS3A	GO:0042274	BP
RPS3A	GO:0043066	BP
RPS3A	GO:0005634	CC
RPS3A	GO:0005634	CC
RPS3A	GO:0005634	CC
RPS3A	GO:0005634	CC
RPS3A	GO:0005654	CC
RPS3A	GO:0005730	CC
RPS3A	GO:0005730	CC
RPS3A	GO:0005730	CC
RPS3A	GO:0005730	CC
RPS3A	GO:0005737	CC
RPS3A	GO:0005737	CC
RPS3A	GO:0005737	CC
RPS3A	GO:0005737	CC
RPS3A	GO:0005783	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005829	CC
RPS3A	GO:0005840	CC
RPS3A	GO:0005840	CC
RPS3A	GO:0005925	CC
RPS3A	GO:0070062	CC
RPS3A	GO:0022626	CC
RPS3A	GO:0022627	CC
RPS3A	GO:0022627	CC
RPS3A	GO:0022627	CC
RPS3A	GO:0022627	CC
RPS3A	GO:0032040	CC
RPS3A	GO:1990904	CC
RPS3A	GO:1990904	CC
RPS3A	GO:1990904	CC
RPL26	GO:0003723	MF
RPL26	GO:0003723	MF
RPL26	GO:0003723	MF
RPL26	GO:0003735	MF
RPL26	GO:0003735	MF
RPL26	GO:0003735	MF
RPL26	GO:0003735	MF
RPL26	GO:0003735	MF
RPL26	GO:0003735	MF
RPL26	GO:0005515	MF
RPL26	GO:0005515	MF
RPL26	GO:0005515	MF
RPL26	GO:0048027	MF
RPL26	GO:0002181	BP
RPL26	GO:0006364	BP
RPL26	GO:0006412	BP
RPL26	GO:0006412	BP
RPL26	GO:0006412	BP
RPL26	GO:0030330	BP
RPL26	GO:0034644	BP
RPL26	GO:0042273	BP
RPL26	GO:0043517	BP
RPL26	GO:0045727	BP
RPL26	GO:0071480	BP
RPL26	GO:1902167	BP
RPL26	GO:1904803	BP
RPL26	GO:0005654	CC
RPL26	GO:0005730	CC
RPL26	GO:0005737	CC
RPL26	GO:0005737	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005829	CC
RPL26	GO:0005840	CC
RPL26	GO:0005840	CC
RPL26	GO:0016020	CC
RPL26	GO:0022626	CC
RPL26	GO:0070062	CC
RPL26	GO:0015934	CC
RPL26	GO:0022625	CC
RPL26	GO:0022625	CC
RPL26	GO:0022625	CC
RPL26	GO:0022626	CC
RPL26	GO:1990904	CC
RPL26	GO:1990904	CC
STX1B	GO:0005102	MF
STX1B	GO:0005484	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0005515	MF
STX1B	GO:0019901	MF
STX1B	GO:0019901	MF
STX1B	GO:0001956	BP
STX1B	GO:0001956	BP
STX1B	GO:0006836	BP
STX1B	GO:0006886	BP
STX1B	GO:0006904	BP
STX1B	GO:0006904	BP
STX1B	GO:0007269	BP
STX1B	GO:0010468	BP
STX1B	GO:0010468	BP
STX1B	GO:0010807	BP
STX1B	GO:0010807	BP
STX1B	GO:0010977	BP
STX1B	GO:0016079	BP
STX1B	GO:0016081	BP
STX1B	GO:0016081	BP
STX1B	GO:0016192	BP
STX1B	GO:0031629	BP
STX1B	GO:0048791	BP
STX1B	GO:0060025	BP
STX1B	GO:0061669	BP
STX1B	GO:1903422	BP
STX1B	GO:1904050	BP
STX1B	GO:1905302	BP
STX1B	GO:2000463	BP
STX1B	GO:2000463	BP
STX1B	GO:0031594	CC
STX1B	GO:0048787	CC
STX1B	GO:0005634	CC
STX1B	GO:0005634	CC
STX1B	GO:0005652	CC
STX1B	GO:0005654	CC
STX1B	GO:0005737	CC
STX1B	GO:0005813	CC
STX1B	GO:0005813	CC
STX1B	GO:0005819	CC
STX1B	GO:0005829	CC
STX1B	GO:0005886	CC
STX1B	GO:0005886	CC
STX1B	GO:0005886	CC
STX1B	GO:0005886	CC
STX1B	GO:0016020	CC
STX1B	GO:0016020	CC
STX1B	GO:0016020	CC
STX1B	GO:0016020	CC
STX1B	GO:0030424	CC
STX1B	GO:0030672	CC
STX1B	GO:0042734	CC
STX1B	GO:0098793	CC
SST	GO:0005179	MF
SST	GO:0005179	MF
SST	GO:0005179	MF
SST	GO:0005515	MF
SST	GO:0005515	MF
SST	GO:0005515	MF
SST	GO:0005515	MF
SST	GO:0042802	MF
SST	GO:0042802	MF
SST	GO:0042802	MF
SST	GO:0048018	MF
SST	GO:0048018	MF
SST	GO:0006972	BP
SST	GO:0007166	BP
SST	GO:0007186	BP
SST	GO:0007267	BP
SST	GO:0007268	BP
SST	GO:0007584	BP
SST	GO:0007586	BP
SST	GO:0008285	BP
SST	GO:0008628	BP
SST	GO:0009410	BP
SST	GO:0010447	BP
SST	GO:0038170	BP
SST	GO:0043200	BP
SST	GO:0048545	BP
SST	GO:0099072	BP
SST	GO:0005829	CC
SST	GO:0098982	CC
SST	GO:0098992	CC
SST	GO:0005576	CC
SST	GO:0005576	CC
SST	GO:0005576	CC
SST	GO:0005576	CC
SST	GO:0005576	CC
SST	GO:0005576	CC
SST	GO:0005615	CC
SST	GO:0005615	CC
SST	GO:0005615	CC
SST	GO:0043025	CC
PSME3	GO:0002039	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0005515	MF
PSME3	GO:0042802	MF
PSME3	GO:0042802	MF
PSME3	GO:0042802	MF
PSME3	GO:0042802	MF
PSME3	GO:0042802	MF
PSME3	GO:0061133	MF
PSME3	GO:0097371	MF
PSME3	GO:0006915	BP
PSME3	GO:0006915	BP
PSME3	GO:0006979	BP
PSME3	GO:0030317	BP
PSME3	GO:0061136	BP
PSME3	GO:0061136	BP
PSME3	GO:0061136	BP
PSME3	GO:0061136	BP
PSME3	GO:2000045	BP
PSME3	GO:2001237	BP
PSME3	GO:0005634	CC
PSME3	GO:0005634	CC
PSME3	GO:0005634	CC
PSME3	GO:0005654	CC
PSME3	GO:0005737	CC
PSME3	GO:0005829	CC
PSME3	GO:0005829	CC
PSME3	GO:0005829	CC
PSME3	GO:0016020	CC
PSME3	GO:0034515	CC
PSME3	GO:0000502	CC
PSME3	GO:0000502	CC
PSME3	GO:0000502	CC
PSME3	GO:0008537	CC
HAND2	GO:0000976	MF
HAND2	GO:0000976	MF
HAND2	GO:0070888	MF
HAND2	GO:0000977	MF
HAND2	GO:0000981	MF
HAND2	GO:0000981	MF
HAND2	GO:0001223	MF
HAND2	GO:0001223	MF
HAND2	GO:0001228	MF
HAND2	GO:0001228	MF
HAND2	GO:0001228	MF
HAND2	GO:0003677	MF
HAND2	GO:0003680	MF
HAND2	GO:0003700	MF
HAND2	GO:0005515	MF
HAND2	GO:0005515	MF
HAND2	GO:0005515	MF
HAND2	GO:0005515	MF
HAND2	GO:0005515	MF
HAND2	GO:0005515	MF
HAND2	GO:0005515	MF
HAND2	GO:0005515	MF
HAND2	GO:0005515	MF
HAND2	GO:0005515	MF
HAND2	GO:0042803	MF
HAND2	GO:0043565	MF
HAND2	GO:0046983	MF
HAND2	GO:0061629	MF
HAND2	GO:0061629	MF
HAND2	GO:0061629	MF
HAND2	GO:0061629	MF
HAND2	GO:0070888	MF
HAND2	GO:0070888	MF
HAND2	GO:1990837	MF
HAND2	GO:0001525	BP
HAND2	GO:0003151	BP
HAND2	GO:0003151	BP
HAND2	GO:0003219	BP
HAND2	GO:0003266	BP
HAND2	GO:0003266	BP
HAND2	GO:0003357	BP
HAND2	GO:0007507	BP
HAND2	GO:0007507	BP
HAND2	GO:0007512	BP
HAND2	GO:0010613	BP
HAND2	GO:0010613	BP
HAND2	GO:0010613	BP
HAND2	GO:0010628	BP
HAND2	GO:0010629	BP
HAND2	GO:0010667	BP
HAND2	GO:0010667	BP
HAND2	GO:0030154	BP
HAND2	GO:0034103	BP
HAND2	GO:0045944	BP
HAND2	GO:0045944	BP
HAND2	GO:0045944	BP
HAND2	GO:0045944	BP
HAND2	GO:0045944	BP
HAND2	GO:0048538	BP
HAND2	GO:0048538	BP
HAND2	GO:0048706	BP
HAND2	GO:0061309	BP
HAND2	GO:0061309	BP
HAND2	GO:0070374	BP
HAND2	GO:0071300	BP
HAND2	GO:1900745	BP
HAND2	GO:2001262	BP
HAND2	GO:2001262	BP
HAND2	GO:0000785	CC
HAND2	GO:0000785	CC
HAND2	GO:0005634	CC
HAND2	GO:0005634	CC
HAND2	GO:0005667	CC
HAND2	GO:0005667	CC
HAND2	GO:0032991	CC
RPL15	GO:0003723	MF
RPL15	GO:0003723	MF
RPL15	GO:0003723	MF
RPL15	GO:0003735	MF
RPL15	GO:0003735	MF
RPL15	GO:0003735	MF
RPL15	GO:0003735	MF
RPL15	GO:0003735	MF
RPL15	GO:0003735	MF
RPL15	GO:0005515	MF
RPL15	GO:0005515	MF
RPL15	GO:0005515	MF
RPL15	GO:0005515	MF
RPL15	GO:0005515	MF
RPL15	GO:0005515	MF
RPL15	GO:0045296	MF
RPL15	GO:0002181	BP
RPL15	GO:0002181	BP
RPL15	GO:0002181	BP
RPL15	GO:0006412	BP
RPL15	GO:0006412	BP
RPL15	GO:0006412	BP
RPL15	GO:0006941	BP
RPL15	GO:0007283	BP
RPL15	GO:1901740	BP
RPL15	GO:0045202	CC
RPL15	GO:0005634	CC
RPL15	GO:0005634	CC
RPL15	GO:0005737	CC
RPL15	GO:0005737	CC
RPL15	GO:0005737	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
RPL15	GO:0005829	CC
